paper_id,entity_id,material_node_id,material_name,formula,alias,material_type,structure_family,crystal_form,phase_composition,confidence,sse_family,conducting_ion,title,doi,year,journal,source_json,evidence
liu-et-al-2023-poly(vinylidene-fluoride-co-hexafluoropropylene)-based-solid-polymer-electrolyte-incorporated-with-uio,E2,material:liu-et-al-2023-poly(vinylidene-fluoride-co-hexafluoropropylene)-based-solid-polymer-electrolyte-incorporated-with-uio:E2,H-SPE (Baseline),,H-SPE; PVDF-HFP/LiTFSI,solid polymer electrolyte,PVDF-HFP based,semi-crystalline,PVDF-HFP + LiTFSI,1.0,composite,Li+,Poly(vinylidene fluoride-co-hexafluoropropylene)-Based Solid Polymer Electrolyte Incorporated with UiO-66 for Lithium Metal Batteries,10.1021/acs.energyfuels.3c02609,2023,Energy Fuels,信息提取结果/liu-et-al-2023-poly(vinylidene-fluoride-co-hexafluoropropylene)-based-solid-polymer-electrolyte-incorporated-with-uio/sse_extraction.json,blank sample of the PVDF-HFP/LiTFSI (denoted as H-SPE) membrane was prepared following the same procedure as UPH-SPE but without UiO-66
liu-et-al-2024-a-metal-organic-framework-modified-single-ion-conducting-solid-polymer-electrolyte-for-lithium-ion,E1,material:liu-et-al-2024-a-metal-organic-framework-modified-single-ion-conducting-solid-polymer-electrolyte-for-lithium-ion:E1,SISPE-3,,PLiM-b-PEO-b-PLiM; PLi60.2M-b-PEO-b-PLi60.2M,polymer composite solid electrolyte,PEO-based single-ion conductor with MOF filler,semi-crystalline polymer membrane,PLiM-b-PEO-b-PLiM blended with PEO; UiO-66-NH-Met grafted,0.95,polymer,Li+,A Metal-Organic Framework-Modified Single-Ion Conducting Solid Polymer Electrolyte for Lithium-Ion Batteries,10.1021/acsapm.4c00653,2024,ACS Appl. Polym. Mater.,信息提取结果/liu-et-al-2024-a-metal-organic-framework-modified-single-ion-conducting-solid-polymer-electrolyte-for-lithium-ion/sse_extraction.json,"SISPE-3 exhibits remarkable thermal stability, significant σ (reaching up to 10^-4 S cm^-1 at 60 °C), and a wide electrochemical stabilization window of 4.8 V"
liu-et-al-2024-fluorine-doped-li7la3zr2o12-fiber-based-composite-electrolyte-for-solid-state-lithium-batteries-with,E1,material:liu-et-al-2024-fluorine-doped-li7la3zr2o12-fiber-based-composite-electrolyte-for-solid-state-lithium-batteries-with:E1,LLZO-F0.2 fiber-based CSE,Li7La3Zr2O11.8F0.2 / PVDF-HFP / LiTFSI,LLZO-F0.2 CSE; LLZO-F0.2 fiber-based CSE,composite solid electrolyte,Garnet (filler) / Polymer matrix,polycrystalline fiber filler in polymer,Cubic LLZO-F0.2 fibers + PVDF-HFP + LiTFSI,0.95,composite,Li+,Fluorine-Doped Li7La3Zr2O12 Fiber-Based Composite Electrolyte for Solid-State Lithium Batteries with Enhanced Electrochemical Performance,10.1021/acsami.4c05217,2024,ACS Appl. Mater. Interfaces,信息提取结果/liu-et-al-2024-fluorine-doped-li7la3zr2o12-fiber-based-composite-electrolyte-for-solid-state-lithium-batteries-with/sse_extraction.json,LLZO-Fx fiber-based solid composite electrolytes (LLZO-Fx CSEs) were prepared by the tape casting method.
liu-et-al-2024-fluorine-doped-li7la3zr2o12-fiber-based-composite-electrolyte-for-solid-state-lithium-batteries-with,E2,material:liu-et-al-2024-fluorine-doped-li7la3zr2o12-fiber-based-composite-electrolyte-for-solid-state-lithium-batteries-with:E2,LLZO fiber-based CSE (undoped),Li7La3Zr2O12 / PVDF-HFP / LiTFSI,LLZO CSE; LLZO fiber-based CSE,composite solid electrolyte,Garnet (filler) / Polymer matrix,polycrystalline fiber filler in polymer,Cubic LLZO fibers + PVDF-HFP + LiTFSI,0.9,composite,Li+,Fluorine-Doped Li7La3Zr2O12 Fiber-Based Composite Electrolyte for Solid-State Lithium Batteries with Enhanced Electrochemical Performance,10.1021/acsami.4c05217,2024,ACS Appl. Mater. Interfaces,信息提取结果/liu-et-al-2024-fluorine-doped-li7la3zr2o12-fiber-based-composite-electrolyte-for-solid-state-lithium-batteries-with/sse_extraction.json,LLZO-Fx fiber-based solid composite electrolytes (LLZO-Fx CSEs) were prepared by the tape casting method.
liu-et-al-2024-fluorine-doped-li7la3zr2o12-fiber-based-composite-electrolyte-for-solid-state-lithium-batteries-with,E3,material:liu-et-al-2024-fluorine-doped-li7la3zr2o12-fiber-based-composite-electrolyte-for-solid-state-lithium-batteries-with:E3,LLZO powder-based CSE (sol-gel filler),Li7La3Zr2O12 (powder) / PVDF-HFP / LiTFSI,LLZO powder-based CSE,composite solid electrolyte,Garnet (filler) / Polymer matrix,irregular powder filler in polymer,LLZO powder + PVDF-HFP + LiTFSI,0.85,composite,Li+,Fluorine-Doped Li7La3Zr2O12 Fiber-Based Composite Electrolyte for Solid-State Lithium Batteries with Enhanced Electrochemical Performance,10.1021/acsami.4c05217,2024,ACS Appl. Mater. Interfaces,信息提取结果/liu-et-al-2024-fluorine-doped-li7la3zr2o12-fiber-based-composite-electrolyte-for-solid-state-lithium-batteries-with/sse_extraction.json,"The LLZO powder, with an irregular morphology, was prepared by a sol-gel method. The LLZO powder-based CSE exhibited an ionic conductivity of 2.10 × 10^-4 S cm^-1"
liu-et-al-2024-in-situ-integration-of-a-flame-retardant-quasisolid-gel-polymer-electrolyte-with-a-si-based-anode-for,E1,material:liu-et-al-2024-in-situ-integration-of-a-flame-retardant-quasisolid-gel-polymer-electrolyte-with-a-si-based-anode-for:E1,QSGPE (10NMBA-2NR),,10NMBA-2NR; quasisolid gel polymer electrolyte,gel polymer electrolyte,cross-linked polymer network,amorphous,poly(NMBA-co-ETPTA) network with nanosilica filler in liquid electrolyte (0.6 M LiTFSI + 0.4 M LiBOB in EC:EMC 4:6 wt% + 3 wt% FEC),0.95,polymer,Li+,In Situ Integration of a Flame Retardant Quasisolid Gel Polymer Electrolyte with a Si-Based Anode for High-Energy Li-Ion Batteries,10.1021/acsnano.4c03570,2024,ACS Nano,信息提取结果/liu-et-al-2024-in-situ-integration-of-a-flame-retardant-quasisolid-gel-polymer-electrolyte-with-a-si-based-anode-for/sse_extraction.json,The QSGPE is named x NMBA- y NR and is polymerized by completely dissolving x wt % NMBA and y wt % NR in the LE.
liu-et-al-2024-in-situ-integration-of-a-flame-retardant-quasisolid-gel-polymer-electrolyte-with-a-si-based-anode-for,E2,material:liu-et-al-2024-in-situ-integration-of-a-flame-retardant-quasisolid-gel-polymer-electrolyte-with-a-si-based-anode-for:E2,QSGPE (10NMBA),,10NMBA,gel polymer electrolyte,cross-linked polymer network,amorphous,poly(NMBA) network in liquid electrolyte,0.9,polymer,Li+,In Situ Integration of a Flame Retardant Quasisolid Gel Polymer Electrolyte with a Si-Based Anode for High-Energy Li-Ion Batteries,10.1021/acsnano.4c03570,2024,ACS Nano,信息提取结果/liu-et-al-2024-in-situ-integration-of-a-flame-retardant-quasisolid-gel-polymer-electrolyte-with-a-si-based-anode-for/sse_extraction.json,The QSGPE is named x NMBA- y NR and is polymerized by completely dissolving x wt % NMBA and y wt % NR in the LE.
liu-et-al-2024-interface-strategies-for-enhancing-the-lithium-ion-transport-of-composite-polymer-electrolytes-toward,E1,material:liu-et-al-2024-interface-strategies-for-enhancing-the-lithium-ion-transport-of-composite-polymer-electrolytes-toward:E1,PVDF/LLZO/LiTFSI CPE,,CPE,composite polymer electrolyte,PVDF-based composite,,PVDF + LLZO + LiTFSI,0.95,composite,Li+,Interface Strategies for Enhancing the Lithium-Ion Transport of Composite Polymer Electrolytes toward High-Performance Solid-State Batteries,10.1021/acsaem.3c03240,2024,ACS Appl. Energy Mater.,信息提取结果/liu-et-al-2024-interface-strategies-for-enhancing-the-lithium-ion-transport-of-composite-polymer-electrolytes-toward/sse_extraction.json,expressed as CPE
liu-et-al-2024-interface-strategies-for-enhancing-the-lithium-ion-transport-of-composite-polymer-electrolytes-toward,E2,material:liu-et-al-2024-interface-strategies-for-enhancing-the-lithium-ion-transport-of-composite-polymer-electrolytes-toward:E2,PVDF/LLZO/LiTFSI/Pyr1(2O1)TFSI CPEI-30,,CPEI-30,composite polymer electrolyte,PVDF-based composite with ionic liquid,,PVDF + LLZO + LiTFSI + Pyr1(2O1)TFSI (90 wt% of PVDF),0.95,composite,Li+,Interface Strategies for Enhancing the Lithium-Ion Transport of Composite Polymer Electrolytes toward High-Performance Solid-State Batteries,10.1021/acsaem.3c03240,2024,ACS Appl. Energy Mater.,信息提取结果/liu-et-al-2024-interface-strategies-for-enhancing-the-lithium-ion-transport-of-composite-polymer-electrolytes-toward/sse_extraction.json,"After that, the electrolyte films were peeled off from the plate, expressed as CPE, CPEI-10, CPEI-20, and CPEI-30 (or CPEC-10, CPEC-20, and CPEC-30), respectively."
liu-et-al-2024-interface-strategies-for-enhancing-the-lithium-ion-transport-of-composite-polymer-electrolytes-toward,E3,material:liu-et-al-2024-interface-strategies-for-enhancing-the-lithium-ion-transport-of-composite-polymer-electrolytes-toward:E3,PVDF/LLZO(crotonic acid)/LiTFSI CPEC-20,,CPEC-20,composite polymer electrolyte,PVDF-based composite with surface-modified LLZO,,PVDF + Crotonic-acid-treated LLZO + LiTFSI,0.95,composite,Li+,Interface Strategies for Enhancing the Lithium-Ion Transport of Composite Polymer Electrolytes toward High-Performance Solid-State Batteries,10.1021/acsaem.3c03240,2024,ACS Appl. Energy Mater.,信息提取结果/liu-et-al-2024-interface-strategies-for-enhancing-the-lithium-ion-transport-of-composite-polymer-electrolytes-toward/sse_extraction.json,"LLZO (10 wt % of PVDF) and different proportions of Pyr_1(201)TFSI or crotonic acid were then added into the homogeneous solution (where Pyr_1(201)TFSI accounts for 0, 30, 60, and 90 wt % of PVDF, respectively; crotonic acid accounts for 0, 10, 20, and 30 wt..."
liu-et-al-2024-micro-area-interface-wetting-structure-with-tailored-li-solvation-and-fast-transport-properties-in,E1,material:liu-et-al-2024-micro-area-interface-wetting-structure-with-tailored-li-solvation-and-fast-transport-properties-in:E1,PVDF-HFP/LSA/LiTFSI CPE-15,,CPE-15; PVDF-HFP/LSA composite electrolyte,composite polymer electrolyte,PVDF-HFP based,semi-crystalline polymer membrane,"PVDF-HFP matrix, LSA filler, LiTFSI salt, bound NMP",0.95,polymer,Li+,Micro Area Interface Wetting Structure with Tailored Li+-Solvation and Fast Transport Properties in Composite Polymer Electrolytes for Enhanced Performance in Solid-State Lithium Batteries,10.1021/acsami.3c16609,2024,ACS Appl. Mater. Interfaces,信息提取结果/liu-et-al-2024-micro-area-interface-wetting-structure-with-tailored-li-solvation-and-fast-transport-properties-in/sse_extraction.json,"The composite polymer electrolytes with different LSA contents were noted as CPE-0, CPE-10, CPE-15, and CPE-20, respectively."
liu-et-al-2024-micro-area-interface-wetting-structure-with-tailored-li-solvation-and-fast-transport-properties-in,E2,material:liu-et-al-2024-micro-area-interface-wetting-structure-with-tailored-li-solvation-and-fast-transport-properties-in:E2,PVDF-HFP/LiTFSI CPE-0,,CPE-0; PVDF-HFP/LiTFSI,polymer electrolyte,PVDF-HFP based,semi-crystalline polymer membrane,"PVDF-HFP matrix, LiTFSI salt",0.95,polymer,Li+,Micro Area Interface Wetting Structure with Tailored Li+-Solvation and Fast Transport Properties in Composite Polymer Electrolytes for Enhanced Performance in Solid-State Lithium Batteries,10.1021/acsami.3c16609,2024,ACS Appl. Mater. Interfaces,信息提取结果/liu-et-al-2024-micro-area-interface-wetting-structure-with-tailored-li-solvation-and-fast-transport-properties-in/sse_extraction.json,"The composite polymer electrolytes with different LSA contents were noted as CPE-0, CPE-10, CPE-15, and CPE-20, respectively."
liu-et-al-2024-vitrified-metal-organic-framework-composite-electrolyte-enabling-dendrite-free-and-long-lifespan-solid,E1,material:liu-et-al-2024-vitrified-metal-organic-framework-composite-electrolyte-enabling-dendrite-free-and-long-lifespan-solid:E1,PGZ,,"PDOL/glassy ZIF-62; poly(1,3-dioxolane)/glassy ZIF-62",composite solid electrolyte,MOF glass/polymer composite,amorphous/glassy composite,"Glassy ZIF-62 (~50 wt%), PDOL (~25 wt%), liquid content (~16.17 wt%)",0.95,composite,Li+,Vitrified Metal-Organic Framework Composite Electrolyte Enabling Dendrite-Free and Long-Lifespan Solid-State Lithium Metal Batteries,10.1021/acsnano.3c11725,2024,ACS Nano,信息提取结果/liu-et-al-2024-vitrified-metal-organic-framework-composite-electrolyte-enabling-dendrite-free-and-long-lifespan-solid/sse_extraction.json,The formed quasi-solid-state electrolyte is denoted PGZ.
liu-et-al-2024-vitrified-metal-organic-framework-composite-electrolyte-enabling-dendrite-free-and-long-lifespan-solid,E2,material:liu-et-al-2024-vitrified-metal-organic-framework-composite-electrolyte-enabling-dendrite-free-and-long-lifespan-solid:E2,PPP,,polymerized PP; PDOL/PP separator,gel polymer electrolyte,polymer,,Polymerized DOL precursor on PP separator,0.9,composite,Li+,Vitrified Metal-Organic Framework Composite Electrolyte Enabling Dendrite-Free and Long-Lifespan Solid-State Lithium Metal Batteries,10.1021/acsnano.3c11725,2024,ACS Nano,信息提取结果/liu-et-al-2024-vitrified-metal-organic-framework-composite-electrolyte-enabling-dendrite-free-and-long-lifespan-solid/sse_extraction.json,"As a control group, the same amount of the precursor was added to the propylene (PP) separator (denoted PPP)."
liu-et-al-2024-vitrified-metal-organic-framework-composite-electrolyte-enabling-dendrite-free-and-long-lifespan-solid,E3,material:liu-et-al-2024-vitrified-metal-organic-framework-composite-electrolyte-enabling-dendrite-free-and-long-lifespan-solid:E3,PCZ,,PDOL/crystalline ZIF,composite solid electrolyte,MOF crystal/polymer composite,crystalline filler,Crystalline ZIF-62 and PDOL,0.85,composite,Li+,Vitrified Metal-Organic Framework Composite Electrolyte Enabling Dendrite-Free and Long-Lifespan Solid-State Lithium Metal Batteries,10.1021/acsnano.3c11725,2024,ACS Nano,信息提取结果/liu-et-al-2024-vitrified-metal-organic-framework-composite-electrolyte-enabling-dendrite-free-and-long-lifespan-solid/sse_extraction.json,PDOL/crystalline ZIF (PCZ) was also compared
low-self-discharge-nanoconfined-hydrogel-electrolyte-for-stable-high-energy-density-aqueous-zinc-iodine-batteries,E1,material:low-self-discharge-nanoconfined-hydrogel-electrolyte-for-stable-high-energy-density-aqueous-zinc-iodine-batteries:E1,MNPHE (1.0 wt% SBA-15),,MNPHE; 1.0 wt % MNPHE; mesoporous nanoparticles SBA-15 hydrogel electrolyte,hydrogel electrolyte,,amorphous,polyacrylamide hydrogel with SBA-15 mesoporous silica nanoparticles in ZnSO4/ZnCl2 aqueous electrolyte,0.95,polymer,Zn2+,Low-Self-Discharge Nanoconfined Hydrogel Electrolyte for Stable High-Energy-Density Aqueous Zinc-Iodine Batteries,,2026,ACS Nano,信息提取结果/low-self-discharge-nanoconfined-hydrogel-electrolyte-for-stable-high-energy-density-aqueous-zinc-iodine-batteries/sse_extraction.json,MNPHE was prepared through in situ polymerization of PAM within nanochannels of SBA-15 in LE.
low-self-discharge-nanoconfined-hydrogel-electrolyte-for-stable-high-energy-density-aqueous-zinc-iodine-batteries,E2,material:low-self-discharge-nanoconfined-hydrogel-electrolyte-for-stable-high-energy-density-aqueous-zinc-iodine-batteries:E2,MNPHE-MCM,,MNPHE-MCM; hydrogel electrolyte with MCM-41,hydrogel electrolyte,,amorphous,polyacrylamide hydrogel with MCM-41 mesoporous silica nanoparticles in ZnSO4/ZnCl2 aqueous electrolyte,0.9,polymer,Zn2+,Low-Self-Discharge Nanoconfined Hydrogel Electrolyte for Stable High-Energy-Density Aqueous Zinc-Iodine Batteries,,2026,ACS Nano,信息提取结果/low-self-discharge-nanoconfined-hydrogel-electrolyte-for-stable-high-energy-density-aqueous-zinc-iodine-batteries/sse_extraction.json,we successfully prepared hydrogel electrolytes with MCM-41 and KIT-6 (MNPHE-MCM and MNPHE-KIT) via a nanoconfined polymerization strategy.
low-self-discharge-nanoconfined-hydrogel-electrolyte-for-stable-high-energy-density-aqueous-zinc-iodine-batteries,E3,material:low-self-discharge-nanoconfined-hydrogel-electrolyte-for-stable-high-energy-density-aqueous-zinc-iodine-batteries:E3,MNPHE-KIT,,MNPHE-KIT; hydrogel electrolyte with KIT-6,hydrogel electrolyte,,amorphous,polyacrylamide hydrogel with KIT-6 mesoporous silica nanoparticles in ZnSO4/ZnCl2 aqueous electrolyte,0.9,polymer,Zn2+,Low-Self-Discharge Nanoconfined Hydrogel Electrolyte for Stable High-Energy-Density Aqueous Zinc-Iodine Batteries,,2026,ACS Nano,信息提取结果/low-self-discharge-nanoconfined-hydrogel-electrolyte-for-stable-high-energy-density-aqueous-zinc-iodine-batteries/sse_extraction.json,we successfully prepared hydrogel electrolytes with MCM-41 and KIT-6 (MNPHE-MCM and MNPHE-KIT) via a nanoconfined polymerization strategy.
lu-et-al-2017-lithium-containing-zwitterionic-poly(ionic-liquid)s-as-polymer-electrolytes-for-lithium-ion-batteries,E1,material:lu-et-al-2017-lithium-containing-zwitterionic-poly(ionic-liquid)s-as-polymer-electrolytes-for-lithium-ion-batteries:E1,Pure PIL film (poly([VIPS][LiTFSI])),poly([VIPS][LiTFSI]),pure PIL film; neat PIL film; poly([VIPS]-[LiTFSI]),polymer solid electrolyte,poly(ionic liquid),amorphous,crosslinked poly([VIPS][LiTFSI]) without solvent,0.95,polymer,Li+,Lithium-Containing Zwitterionic Poly(Ionic Liquid)s as Polymer Electrolytes for Lithium-Ion Batteries,10.1021/acs.jpcc.7b06242,2017,The Journal of Physical Chemistry C,信息提取结果/lu-et-al-2017-lithium-containing-zwitterionic-poly(ionic-liquid)s-as-polymer-electrolytes-for-lithium-ion-batteries/sse_extraction.json,The pure PIL film without PC exhibits increasing ionic conductivities from 2.4 × 10^-5 to 2.9 × 10^-3 S/cm in the temperature range of 30 - 150 °C.
lu-et-al-2017-lithium-containing-zwitterionic-poly(ionic-liquid)s-as-polymer-electrolytes-for-lithium-ion-batteries,E2,material:lu-et-al-2017-lithium-containing-zwitterionic-poly(ionic-liquid)s-as-polymer-electrolytes-for-lithium-ion-batteries:E2,PIL/30PC gel polymer electrolyte,poly([VIPS][LiTFSI]) + 30 wt% PC,PIL/30PC; PIL/30PC gel electrolyte,gel polymer electrolyte,poly(ionic liquid),amorphous,crosslinked poly([VIPS][LiTFSI]) with 30 wt% propylene carbonate,0.95,polymer,Li+,Lithium-Containing Zwitterionic Poly(Ionic Liquid)s as Polymer Electrolytes for Lithium-Ion Batteries,10.1021/acs.jpcc.7b06242,2017,The Journal of Physical Chemistry C,信息提取结果/lu-et-al-2017-lithium-containing-zwitterionic-poly(ionic-liquid)s-as-polymer-electrolytes-for-lithium-ion-batteries/sse_extraction.json,"Thus, in the following electrochemical tests, PIL/30PC gel electrolyte was chosen as a representative system."
lu-et-al-2017-lithium-containing-zwitterionic-poly(ionic-liquid)s-as-polymer-electrolytes-for-lithium-ion-batteries,E3,material:lu-et-al-2017-lithium-containing-zwitterionic-poly(ionic-liquid)s-as-polymer-electrolytes-for-lithium-ion-batteries:E3,PIL/90PC gel polymer electrolyte,poly([VIPS][LiTFSI]) + 90 wt% PC,PIL/90PC,gel polymer electrolyte,poly(ionic liquid),amorphous,crosslinked poly([VIPS][LiTFSI]) with 90 wt% propylene carbonate,0.95,polymer,Li+,Lithium-Containing Zwitterionic Poly(Ionic Liquid)s as Polymer Electrolytes for Lithium-Ion Batteries,10.1021/acs.jpcc.7b06242,2017,The Journal of Physical Chemistry C,信息提取结果/lu-et-al-2017-lithium-containing-zwitterionic-poly(ionic-liquid)s-as-polymer-electrolytes-for-lithium-ion-batteries/sse_extraction.json,"With the addition of 90 wt % PC, the ionic conductivity of PIL/90PC film can reach up to 4.1×10^-3 S/cm at 30 °C"
lu-et-al-2018-effects-of-fluorine-doping-on-structural-and-electrochemical-properties-of-li6-25ga0-25la3zr2o12-as,E1,material:lu-et-al-2018-effects-of-fluorine-doping-on-structural-and-electrochemical-properties-of-li6-25ga0-25la3zr2o12-as:E1,Li6.25Ga0.25La3Zr2O12,Li6.25Ga0.25La3Zr2O12,LGLZO,oxide solid electrolyte,Garnet,polycrystalline,Cubic garnet (Ia-3d),0.95,oxide,Li+,Effects of Fluorine Doping on Structural and Electrochemical Properties of Li6.25Ga0.25La3Zr2O12 as Electrolytes for Solid-State Lithium Batteries,10.1021/acsami.8b17656,2018,ACS Applied Materials & Interfaces,信息提取结果/lu-et-al-2018-effects-of-fluorine-doping-on-structural-and-electrochemical-properties-of-li6-25ga0-25la3zr2o12-as/sse_extraction.json,Li6.25Ga0.25La3Zr2O12 ceramics were prepared via conventional solid-state reaction.
lu-et-al-2018-effects-of-fluorine-doping-on-structural-and-electrochemical-properties-of-li6-25ga0-25la3zr2o12-as,E2,material:lu-et-al-2018-effects-of-fluorine-doping-on-structural-and-electrochemical-properties-of-li6-25ga0-25la3zr2o12-as:E2,Li6.05Ga0.25La3Zr2O11.8F0.2,Li6.05Ga0.25La3Zr2O11.8F0.2,F-LGLZO,oxide solid electrolyte,Garnet,polycrystalline,Cubic garnet (Ia-3d),0.95,oxide,Li+,Effects of Fluorine Doping on Structural and Electrochemical Properties of Li6.25Ga0.25La3Zr2O12 as Electrolytes for Solid-State Lithium Batteries,10.1021/acsami.8b17656,2018,ACS Applied Materials & Interfaces,信息提取结果/lu-et-al-2018-effects-of-fluorine-doping-on-structural-and-electrochemical-properties-of-li6-25ga0-25la3zr2o12-as/sse_extraction.json,Li6.05Ga0.25La3Zr2O11.8F0.2 and Li6.25Ga0.25La3Zr2O12 ceramics were prepared via conventional solid-state reaction.
lu-et-al-2022-bifunctional-mof-doped-peo-composite-electrolyte-for-long-life-cycle-solid-lithium-ion-battery,E1,material:lu-et-al-2022-bifunctional-mof-doped-peo-composite-electrolyte-for-long-life-cycle-solid-lithium-ion-battery:E1,PEO-LiTFSI/MOF-2 (10 wt%),,PEO-MOF-2; PEO-LiTFSI/MOF-2,composite solid polymer electrolyte,PEO-based,,PEO + LiTFSI + MOF-2 (10 wt%),0.95,composite,Li+,Bifunctional MOF Doped PEO Composite Electrolyte for Long-Life Cycle Solid Lithium Ion Battery,10.1021/acsami.2c13613,2022,ACS Appl. Mater. Interfaces,信息提取结果/lu-et-al-2022-bifunctional-mof-doped-peo-composite-electrolyte-for-long-life-cycle-solid-lithium-ion-battery/sse_extraction.json,PEO-LiTFSI/MOF-2 (at a MOF-2 content of 10 wt%) exhibited the highest ionic conductivities
lu-et-al-2022-bifunctional-mof-doped-peo-composite-electrolyte-for-long-life-cycle-solid-lithium-ion-battery,E2,material:lu-et-al-2022-bifunctional-mof-doped-peo-composite-electrolyte-for-long-life-cycle-solid-lithium-ion-battery:E2,Pristine PEO-LiTFSI,,pristine PEO-based electrolyte; PEO-LiTFSI,solid polymer electrolyte,PEO-based,,PEO + LiTFSI (EO/Li=10:1),0.95,composite,Li+,Bifunctional MOF Doped PEO Composite Electrolyte for Long-Life Cycle Solid Lithium Ion Battery,10.1021/acsami.2c13613,2022,ACS Appl. Mater. Interfaces,信息提取结果/lu-et-al-2022-bifunctional-mof-doped-peo-composite-electrolyte-for-long-life-cycle-solid-lithium-ion-battery/sse_extraction.json,pristine PEO-based SPEs were prepared as a control
lu-et-al-2023-highly-ionic-conductive-and-degradable-solid-electrolyte-enabled-by-a-three-dimensional-cross-linking,E1,material:lu-et-al-2023-highly-ionic-conductive-and-degradable-solid-electrolyte-enabled-by-a-three-dimensional-cross-linking:E1,Degradable Network Copolymer Solid Electrolyte,,DNCPSE; R-PLA/PEGDA/LiTFSI (1:5),polymer solid electrolyte,cross-linking copolymer network,amorphous,"R-PLA, PEGDA, LiTFSI",1.0,polymer,Li+,Highly Ionic Conductive and Degradable Solid Electrolyte Enabled by a Three-Dimensional Cross-Linking Copolymeric Structure,10.1021/acsapm.3c00538,2023,ACS Appl. Polym. Mater.,信息提取结果/lu-et-al-2023-highly-ionic-conductive-and-degradable-solid-electrolyte-enabled-by-a-three-dimensional-cross-linking/sse_extraction.json,a degradable network copolymer solid electrolyte (DNCPSE) was designed and prepared
lu-et-al-2023-highly-ionic-conductive-and-degradable-solid-electrolyte-enabled-by-a-three-dimensional-cross-linking,E2,material:lu-et-al-2023-highly-ionic-conductive-and-degradable-solid-electrolyte-enabled-by-a-three-dimensional-cross-linking:E2,Network Polymer Solid Electrolyte,,NPSE; P(PEGDA)/LiTFSI,polymer solid electrolyte,cross-linking polymer network,amorphous,"PEGDA, LiTFSI",1.0,polymer,Li+,Highly Ionic Conductive and Degradable Solid Electrolyte Enabled by a Three-Dimensional Cross-Linking Copolymeric Structure,10.1021/acsapm.3c00538,2023,ACS Appl. Polym. Mater.,信息提取结果/lu-et-al-2023-highly-ionic-conductive-and-degradable-solid-electrolyte-enabled-by-a-three-dimensional-cross-linking/sse_extraction.json,"Fabrication of the Cross-Linking Polymer Solid Electrolytes. R-PLA, PEGDA, LiTFSI (40 wt % of monomer), and initiator HMPP (2 wt % of monomer) were dissolved in 1.5~mL of N -methyl pyrrolidone (the mass ratio of R-PLA/PEGDA = 1:5), followed by mechanical stir..."
lu-et-al-2023-highly-ionic-conductive-and-degradable-solid-electrolyte-enabled-by-a-three-dimensional-cross-linking,E3,material:lu-et-al-2023-highly-ionic-conductive-and-degradable-solid-electrolyte-enabled-by-a-three-dimensional-cross-linking:E3,Semi-Interpenetrating Network Polymer Solid Electrolyte,,SINPSE; P(PEGDA)/PLA/LiTFSI,polymer solid electrolyte,semi-interpenetrating network,amorphous,"PEGDA, PLAOH, LiTFSI",1.0,polymer,Li+,Highly Ionic Conductive and Degradable Solid Electrolyte Enabled by a Three-Dimensional Cross-Linking Copolymeric Structure,10.1021/acsapm.3c00538,2023,ACS Appl. Polym. Mater.,信息提取结果/lu-et-al-2023-highly-ionic-conductive-and-degradable-solid-electrolyte-enabled-by-a-three-dimensional-cross-linking/sse_extraction.json,"The structure of the DNCPSE was further characterized by X-ray diffraction (XRD). For comparison, two control polymer electrolytes, i.e., P(PEGDA)/LiTFSI and P(PEGDA)/PLA/LiTFSI composites, were prepared and denoted as the models of the network polymer SE (NP..."
lu-et-al-2024-li-ga-alloy-contained-hybrid-solid-electrolyte-interphase-induced-by-in-situ-polymerization-for-high,E1,material:lu-et-al-2024-li-ga-alloy-contained-hybrid-solid-electrolyte-interphase-induced-by-in-situ-polymerization-for-high:E1,GaPD,,PDOL-based gel electrolyte; Ga(OTF)3-initiated PDOL-based gel polymer electrolyte,gel polymer electrolyte,PDOL-based,,"Poly(1,3-dioxolane) with LiTFSI and Ga(OTF)3 derived species",0.95,polymer,Li+,Li-Ga Alloy-Contained Hybrid Solid Electrolyte Interphase Induced by In Situ Polymerization for High-Performance Lithium Metal Batteries,10.1021/acsami.4c10855,2024,ACS Appl. Mater. Interfaces,信息提取结果/lu-et-al-2024-li-ga-alloy-contained-hybrid-solid-electrolyte-interphase-induced-by-in-situ-polymerization-for-high/sse_extraction.json,a strategy is developed of using Ga(OTF)3 as the initiator to obtain a PDOL-based gel electrolyte (GaPD)
lu-et-al-2024-superior-low-temperature-all-solid-state-battery-enabled-by-high-ionic-conductivity-and-low-energy,E1,material:lu-et-al-2024-superior-low-temperature-all-solid-state-battery-enabled-by-high-ionic-conductivity-and-low-energy:E1,Li6PS5Cl,Li6PS5Cl,LPSC,sulfide solid electrolyte,Argyrodite,polycrystalline,,1.0,sulfide,Li+,Superior Low-Temperature All-Solid-State Battery Enabled by High-Ionic-Conductivity and Low-Energy-Barrier Interface,10.1021/acsnano.3c07023,2024,ACS Nano,信息提取结果/lu-et-al-2024-superior-low-temperature-all-solid-state-battery-enabled-by-high-ionic-conductivity-and-low-energy/sse_extraction.json,Li6PS5Cl (LPSC) sulfide solid electrolyte (SE)
